# ============================================================
# station-stats.csv  駅別統計データ（正規データソース）
#
# ■ 運用ルール
#   - このファイルが唯一の正規データ。stationStats.ts は自動生成物。
#   - 空欄 = 未入力。null や 0 を入れない。
#   - データを追加したら git commit してバックアップ。
#   - 収集日は stationStats.ts 側の PARAM_DATA_SOURCES に記録する。
#
# ■ 優先度の目安（上から埋めると効果が高い）
#   高: daily_passengers, avg_rent_1k, avg_rent_1ldk, crime_index, safety_score
#   中: population_density, restaurant_count, supermarket_count, park_area_m2
#   低: morning_congestion, noise_score, green_ratio_pct, coworking_count
#
# ============================================================
# 列定義・収集方法
# ------------------------------------------------------------
#
# [自動生成列 ─ 手動編集不要]
# station_name       : 駅名（routes.ts と一致させること）
# lat / lng          : 緯度・経度（routes.ts から generate-station-stats.ts で生成）
# line_count         : 乗り入れ路線数（同上）
#
# [住居・生活コスト]
# avg_rent_1k        : 1K 平均家賃（万円/月）
#   収集方法          : SUUMO https://suumo.jp/chintai/tokyo/ek_[駅名]/ で「1K」絞り込み
#                       → 掲載物件の賃料一覧から中央値（上下10%除外して目算）
#   精度              : ±1万円程度の概算
#
# avg_rent_1ldk      : 1LDK 平均家賃（万円/月）
#   収集方法          : 同上、「1LDK」絞り込み
#
# population_density : 人口密度（人/km²）
#   収集方法          : 政府統計 e-Stat 国勢調査（令和2年）→ 町丁別人口 / 面積
#                       https://www.e-stat.go.jp/
#   備考              : 駅の行政区画の町丁を合算して駅圏（概ね半径1km）を推計
#
# [交通]
# daily_passengers   : 一日乗降客数（人/日）
#   収集方法          : 各社公表の「駅別乗降人員」を合算
#                       JR東日本  https://www.jreast.co.jp/passenger/
#                       東京メトロ https://www.tokyometro.jp/corporate/enterprise/passenger_rail/transport/
#                       各私鉄    各社 IR・統計ページ
#   備考              : 複数社乗り入れ駅は合算、単位は人/日（千人単位で概算可）
#
# morning_congestion : 朝ラッシュ混雑度（0〜100、高いほど混む）
#   収集方法          : 国土交通省「都市鉄道の混雑率」報告書の混雑率（%）を
#                       100超えの場合は100にクリップ、100未満はそのまま整数値で記録
#                       https://www.mlit.go.jp/toshi/city_transport/toshi_city_transport_tk_000007.html
#
# [飲食・娯楽 ─ 駅出口から半径500m以内の店舗数]
# izakaya_count      : 居酒屋数
# restaurant_count   : 飲食店数（全ジャンル合計）
# cafe_count         : カフェ・喫茶店数
# convenience_store_count : コンビニ数
# ramen_count        : ラーメン専門店数
#   収集方法（上記5列共通）:
#                       Google マップで「駅名 居酒屋（or 飲食店 etc.）」検索
#                       → 地図上の件数を目視でカウント（概数で可）
#                       または Overpass API で OSM データから集計
#                       https://overpass-turbo.eu/
#
# [生活利便性 ─ 半径500m以内]
# supermarket_count  : スーパー数
# hospital_count     : 病院・クリニック数
# bookstore_count    : 書店数
#   収集方法（上記3列共通）: Google マップ or Overpass API（飲食と同様）
#
# [治安]
# crime_index        : 犯罪認知件数（件/年）
#   収集方法          : 警視庁「区市町村の町丁別、罪種別及び手口別認知件数」
#                       https://www.keishicho.metro.tokyo.lg.jp/about_mpd/toukei_sishou/toukei/hanzaitoukei.html
#                       → 駅周辺の町丁を特定して合算
#
# safety_score       : 治安スコア（0〜100、高いほど安全）
#   収集方法          : crime_index を人口で除した犯罪率を 0〜100 に正規化
#                       safety_score = 100 - round((crime_index / population_density) * 正規化係数)
#                       ※ crime_index と population_density が揃ったら算出可能
#
# [環境]
# park_area_m2       : 周辺公園面積合計（m²、半径500m以内）
#   収集方法          : 国土数値情報「都市公園データ」
#                       https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-P13.html
#                       → GIS ツール（QGIS 等）で半径500mバッファと重ねて面積合算
#                       または Overpass API: [leisure=park] で検索
#
# noise_score        : 静かさスコア（0〜100、高いほど静か）
#   収集方法          : 推計値。乗降客数・幹線道路密度・飲食店密度から算出
#                       high_noise = (daily_passengers/350000)*40 + (restaurant_count/800)*30 + ...
#                       ※ 直接測定データは環境省の騒音マップ https://www.env.go.jp/air/seikatsu/road_traffic_noise/index.html
#
# green_ratio_pct    : 緑地率（%）
#   収集方法          : 国土数値情報「土地利用細分メッシュ」から農地・森林・公園の割合を算出
#                       または Google Earth Engine で NDVI を用いた植生率推計
#
# [仕事]
# office_count       : オフィスビル棟数（半径500m以内）
# coworking_count    : コワーキングスペース数（半径500m以内）
#   収集方法          : Google マップ or Overpass API（飲食と同様）
#                       コワーキングは「コワーキング 駅名」で検索
#
# ============================================================

station_name,lat,lng,line_count,avg_rent_1k,avg_rent_1ldk,population_density,daily_passengers,morning_congestion,izakaya_count,restaurant_count,cafe_count,convenience_store_count,ramen_count,supermarket_count,hospital_count,bookstore_count,crime_index,safety_score,park_area_m2,noise_score,green_ratio_pct,office_count,coworking_count
新青森,40.822330,140.685290,2,,,,,,,,,,,,,,,,,,,,
新神戸,34.700100,135.194880,2,,,,,,,,,,,,,,,,,,,,
西明石,34.666905,134.960417,2,,,,,,,,,,,,,,,,,,,,
姫路,34.820930,134.685340,4,,,,,,,,,,,,,,,,,,,,
相生,34.804350,134.468570,2,,,,,,,,,,,,,,,,,,,,
岡山,34.665330,133.918710,4,,,,,,,,,,,,,,,,,,,,
新倉敷,34.565258,133.678460,1,,,,,,,,,,,,,,,,,,,,
福山,34.491450,133.362060,2,,,,,,,,,,,,,,,,,,,,
新尾道,34.430063,133.190328,1,,,,,,,,,,,,,,,,,,,,
三原,34.397600,133.077970,2,,,,,,,,,,,,,,,,,,,,
東広島,34.388899,132.758879,1,,,,,,,,,,,,,,,,,,,,
広島,34.397060,132.475790,5,,,,,,,,,,,,,,,,,,,,
新岩国,34.164574,132.149513,1,,,,,,,,,,,,,,,,,,,,
徳山,34.053450,131.805900,2,,,,,,,,,,,,,,,,,,,,
新山口,34.093769,131.396365,2,,,,,,,,,,,,,,,,,,,,
厚狭,34.060640,131.161360,1,,,,,,,,,,,,,,,,,,,,
新下関,34.005687,130.948118,1,,,,,,,,,,,,,,,,,,,,
小倉,33.882500,130.874300,4,,,,,,,,,,,,,,,,,,,,
博多,33.590560,130.420590,5,,,,,,,,,,,,,,,,,,,,
新鳥栖,33.369250,130.511000,1,,,,,,,,,,,,,,,,,,,,
久留米,33.315460,130.508680,3,,,,,,,,,,,,,,,,,,,,
筑後船小屋,33.178155,130.492436,1,,,,,,,,,,,,,,,,,,,,
新大牟田,33.071199,130.488760,1,,,,,,,,,,,,,,,,,,,,
新玉名,32.942387,130.573776,1,,,,,,,,,,,,,,,,,,,,
熊本,32.790317,130.688974,5,,,,,,,,,,,,,,,,,,,,
新八代,32.501100,130.618870,2,,,,,,,,,,,,,,,,,,,,
新水俣,32.210578,130.428667,2,,,,,,,,,,,,,,,,,,,,
出水,32.089060,130.356950,3,,,,,,,,,,,,,,,,,,,,
川内,31.827620,130.300100,5,,,,,,,,,,,,,,,,,,,,
鹿児島中央,31.590690,130.543250,4,,,,,,,,,,,,,,,,,,,,
本庄早稲田,36.198750,139.175010,2,,,,,,,,,,,,,,,,,,,,
安中榛名,36.362579,138.849396,1,,,,,,,,,,,,,,,,,,,,
軽井沢,36.344840,138.631290,2,,,,,,,,,,,,,,,,,,,,
佐久平,36.257160,138.444640,1,,,,,,,,,,,,,,,,,,,,
上田,36.406680,138.249740,3,,,,,,,,,,,,,,,,,,,,
長野,36.644770,138.188530,3,,,,,,,,,,,,,,,,,,,,
飯山,36.845880,138.365480,3,,,,,,,,,,,,,,,,,,,,
上越妙高,37.081376,138.248016,2,,,,,,,,,,,,,,,,,,,,
糸魚川,37.043306,137.861753,3,,,,,,,,,,,,,,,,,,,,
黒部宇奈月温泉,36.870390,137.489040,1,,,,,,,,,,,,,,,,,,,,
富山,36.705670,137.213160,4,,,,,,,,,,,,,,,,,,,,
新高岡,36.726967,137.011990,2,,,,,,,,,,,,,,,,,,,,
金沢,36.578530,136.648450,3,,,,,,,,,,,,,,,,,,,,
小松,36.418670,136.445840,1,,,,,,,,,,,,,,,,,,,,
加賀温泉,36.320388,136.350500,1,,,,,,,,,,,,,,,,,,,,
芦原温泉,36.214602,136.235057,3,,,,,,,,,,,,,,,,,,,,
福井,36.060430,136.219160,4,,,,,,,,,,,,,,,,,,,,
越前たけふ,35.895514,136.198905,1,,,,,,,,,,,,,,,,,,,,
敦賀,35.645850,136.073830,4,,,,,,,,,,,,,,,,,,,,
上毛高原,36.693165,138.977597,1,,,,,,,,,,,,,,,,,,,,
越後湯沢,36.930900,138.818950,2,,,,,,,,,,,,,,,,,,,,
浦佐,37.167224,138.922841,2,,,,,,,,,,,,,,,,,,,,
長岡,37.447880,138.851560,4,,,,,,,,,,,,,,,,,,,,
燕三条,37.668970,138.879990,2,,,,,,,,,,,,,,,,,,,,
新潟,37.913270,139.061840,5,,,,,,,,,,,,,,,,,,,,
高畑,35.155380,136.831290,1,,,,,,,,,,,,,,,,,,,,
八田,35.160110,136.843690,2,,,,,,,,,,,,,,,,,,,,
岩塚,35.157680,136.858120,1,,,,,,,,,,,,,,,,,,,,
中村公園,35.163030,136.869100,1,,,,,,,,,,,,,,,,,,,,
中村日赤,35.165220,136.877680,1,,,,,,,,,,,,,,,,,,,,
本陣,35.165440,136.886650,1,,,,,,,,,,,,,,,,,,,,
亀島,35.166800,136.895320,1,,,,,,,,,,,,,,,,,,,,
伏見,35.165990,136.905960,2,,,,,,,,,,,,,,,,,,,,
栄,35.169390,136.907740,3,,,,,,,,,,,,,,,,,,,,
新栄町,35.168280,136.920440,2,,,,,,,,,,,,,,,,,,,,
千種,35.168470,136.929680,3,,,,,,,,,,,,,,,,,,,,
今池,35.163970,136.939730,2,,,,,,,,,,,,,,,,,,,,
池下,35.163970,136.952480,1,,,,,,,,,,,,,,,,,,,,
覚王山,35.163840,136.961010,1,,,,,,,,,,,,,,,,,,,,
本山,35.163570,136.970280,3,,,,,,,,,,,,,,,,,,,,
東山公園,35.163530,136.981320,1,,,,,,,,,,,,,,,,,,,,
星ヶ丘,35.162920,136.991820,2,,,,,,,,,,,,,,,,,,,,
一社,35.170730,137.006330,1,,,,,,,,,,,,,,,,,,,,
上社,35.175560,137.014050,1,,,,,,,,,,,,,,,,,,,,
本郷,35.177640,137.026460,2,,,,,,,,,,,,,,,,,,,,
東別院,35.155820,136.900940,1,,,,,,,,,,,,,,,,,,,,
上前津,35.155690,136.910680,2,,,,,,,,,,,,,,,,,,,,
矢場町,35.160390,136.912980,1,,,,,,,,,,,,,,,,,,,,
久屋大通,35.173640,136.908560,2,,,,,,,,,,,,,,,,,,,,
市役所,35.181060,136.906520,1,,,,,,,,,,,,,,,,,,,,
名城公園,35.188100,136.905420,1,,,,,,,,,,,,,,,,,,,,
志賀本通,35.196288,136.921239,1,,,,,,,,,,,,,,,,,,,,
平安通,35.197226,136.929755,2,,,,,,,,,,,,,,,,,,,,
大曽根,35.193230,136.931980,3,,,,,,,,,,,,,,,,,,,,
ナゴヤドーム前矢田,35.186080,136.940130,2,,,,,,,,,,,,,,,,,,,,
砂田橋,35.179100,136.942880,1,,,,,,,,,,,,,,,,,,,,
茶屋ヶ坂,35.171910,136.944270,1,,,,,,,,,,,,,,,,,,,,
八事日赤,35.139610,136.961060,1,,,,,,,,,,,,,,,,,,,,
八事,35.131760,136.958480,2,,,,,,,,,,,,,,,,,,,,
総合リハビリセンター,35.127760,136.959270,1,,,,,,,,,,,,,,,,,,,,
瑞穂運動場西,35.120930,136.952500,1,,,,,,,,,,,,,,,,,,,,
新瑞橋,35.121060,136.940320,2,,,,,,,,,,,,,,,,,,,,
堀田,35.119360,136.923790,2,,,,,,,,,,,,,,,,,,,,
伝馬町,35.116130,136.908790,1,,,,,,,,,,,,,,,,,,,,
神宮西,35.131380,136.896480,1,,,,,,,,,,,,,,,,,,,,
西高蔵,35.139220,136.889350,1,,,,,,,,,,,,,,,,,,,,
金山,35.142780,136.893290,7,,,,,,,,,,,,,,,,,,,,
伊奈,34.802456,137.355045,1,,,,,,,,,,,,,,,,,,,,
小田渕,34.815810,137.373650,1,,,,,,,,,,,,,,,,,,,,
国府,34.837628,137.328094,1,,,,,,,,,,,,,,,,,,,,
御油,34.845717,137.321805,1,,,,,,,,,,,,,,,,,,,,
名電赤坂,34.859142,137.311303,1,,,,,,,,,,,,,,,,,,,,
本宿,34.893144,137.259816,1,,,,,,,,,,,,,,,,,,,,
名電長沢,34.871637,137.288215,1,,,,,,,,,,,,,,,,,,,,
舞木,34.979620,137.285400,2,,,,,,,,,,,,,,,,,,,,
名電山中,34.899577,137.242702,1,,,,,,,,,,,,,,,,,,,,
藤川,34.913316,137.218510,1,,,,,,,,,,,,,,,,,,,,
美合,34.923759,137.196366,1,,,,,,,,,,,,,,,,,,,,
男川,34.937540,137.183247,1,,,,,,,,,,,,,,,,,,,,
東岡崎,34.951894,137.167504,1,,,,,,,,,,,,,,,,,,,,
岡崎公園前,34.955262,137.152618,1,,,,,,,,,,,,,,,,,,,,
矢作橋,34.961241,137.139586,1,,,,,,,,,,,,,,,,,,,,
宇頭,34.971086,137.118635,1,,,,,,,,,,,,,,,,,,,,
新安城,34.987088,137.085280,1,,,,,,,,,,,,,,,,,,,,
知立,35.005811,137.039873,2,,,,,,,,,,,,,,,,,,,,
一ツ木,35.013829,137.025203,1,,,,,,,,,,,,,,,,,,,,
富士松,35.029452,137.016639,1,,,,,,,,,,,,,,,,,,,,
豊明,35.040864,137.008458,1,,,,,,,,,,,,,,,,,,,,
前後,35.052239,136.995636,1,,,,,,,,,,,,,,,,,,,,
中京競馬場前,35.061395,136.981354,1,,,,,,,,,,,,,,,,,,,,
有松,35.067310,136.971676,1,,,,,,,,,,,,,,,,,,,,
左京山,35.070692,136.959916,1,,,,,,,,,,,,,,,,,,,,
鳴海,35.078467,136.950827,1,,,,,,,,,,,,,,,,,,,,
本星崎,35.087162,136.937564,1,,,,,,,,,,,,,,,,,,,,
本笠寺,35.099171,136.933378,1,,,,,,,,,,,,,,,,,,,,
桜,35.123100,136.905040,2,,,,,,,,,,,,,,,,,,,,
呼続,35.129100,136.908210,1,,,,,,,,,,,,,,,,,,,,
神宮前,35.133310,136.902510,2,,,,,,,,,,,,,,,,,,,,
山王,35.150560,136.889020,3,,,,,,,,,,,,,,,,,,,,
名鉄名古屋,35.170064,136.881637,1,,,,,,,,,,,,,,,,,,,,
栄生,35.173840,136.866760,1,,,,,,,,,,,,,,,,,,,,
東枇杷島,35.193720,136.859740,1,,,,,,,,,,,,,,,,,,,,
西枇杷島,35.203990,136.859000,1,,,,,,,,,,,,,,,,,,,,
二ツ杁,35.210160,136.854830,1,,,,,,,,,,,,,,,,,,,,
新清洲,35.218320,136.854070,1,,,,,,,,,,,,,,,,,,,,
大里,35.249110,136.843290,1,,,,,,,,,,,,,,,,,,,,
奥田,35.235734,136.810803,1,,,,,,,,,,,,,,,,,,,,
国府宮,35.254120,136.802972,1,,,,,,,,,,,,,,,,,,,,
島氏永,35.271255,136.800863,1,,,,,,,,,,,,,,,,,,,,
妙興寺,35.287839,136.798360,1,,,,,,,,,,,,,,,,,,,,
名鉄一宮,35.309830,136.804420,1,,,,,,,,,,,,,,,,,,,,
今伊勢,35.305490,136.779590,1,,,,,,,,,,,,,,,,,,,,
石刀,35.319900,136.770590,1,,,,,,,,,,,,,,,,,,,,
新木曽川,35.329540,136.763290,1,,,,,,,,,,,,,,,,,,,,
黒田,35.350270,136.777441,1,,,,,,,,,,,,,,,,,,,,
木曽川堤,35.365199,136.770328,1,,,,,,,,,,,,,,,,,,,,
笠松,35.376230,136.769520,1,,,,,,,,,,,,,,,,,,,,
岐南,35.387120,136.774050,1,,,,,,,,,,,,,,,,,,,,
茶所,35.390140,136.755700,1,,,,,,,,,,,,,,,,,,,,
加納,35.392760,136.752810,3,,,,,,,,,,,,,,,,,,,,
名鉄岐阜,35.403760,136.758160,1,,,,,,,,,,,,,,,,,,,,
三河三谷,34.818306,137.249286,2,,,,,,,,,,,,,,,,,,,,
蒲郡,34.821900,137.222580,3,,,,,,,,,,,,,,,,,,,,
三河塩津,34.825722,137.202135,1,,,,,,,,,,,,,,,,,,,,
三ヶ根,34.835690,137.177236,1,,,,,,,,,,,,,,,,,,,,
幸田,34.860046,137.164333,2,,,,,,,,,,,,,,,,,,,,
相見,34.887572,137.160254,1,,,,,,,,,,,,,,,,,,,,
岡崎,34.948280,137.175270,3,,,,,,,,,,,,,,,,,,,,
安城,34.957050,137.079710,1,,,,,,,,,,,,,,,,,,,,
刈谷,34.991112,137.008876,2,,,,,,,,,,,,,,,,,,,,
逢妻,34.998413,136.989872,2,,,,,,,,,,,,,,,,,,,,
大府,35.003590,136.969610,4,,,,,,,,,,,,,,,,,,,,
共和,35.019970,136.958560,3,,,,,,,,,,,,,,,,,,,,
南大高,35.032520,136.949810,2,,,,,,,,,,,,,,,,,,,,
笠寺,35.073060,136.924070,3,,,,,,,,,,,,,,,,,,,,
熱田,35.115650,136.907770,3,,,,,,,,,,,,,,,,,,,,
尾頭橋,35.147530,136.880800,2,,,,,,,,,,,,,,,,,,,,
枇杷島,35.206060,136.864230,2,,,,,,,,,,,,,,,,,,,,
清洲,35.218060,136.846780,1,,,,,,,,,,,,,,,,,,,,
稲沢,35.254870,136.823050,1,,,,,,,,,,,,,,,,,,,,
尾張一宮,35.298900,136.797640,1,,,,,,,,,,,,,,,,,,,,
木曽川,35.349780,136.775820,1,,,,,,,,,,,,,,,,,,,,
岐阜,35.411190,136.757950,3,,,,,,,,,,,,,,,,,,,,
西岐阜,35.392900,136.715650,2,,,,,,,,,,,,,,,,,,,,
穂積,35.381620,136.686770,2,,,,,,,,,,,,,,,,,,,,
大垣,35.361890,136.614680,3,,,,,,,,,,,,,,,,,,,,
垂井,35.358350,136.518800,1,,,,,,,,,,,,,,,,,,,,
関ヶ原,35.370060,136.471860,1,,,,,,,,,,,,,,,,,,,,
柏原,35.344790,136.402833,3,,,,,,,,,,,,,,,,,,,,
近江長岡,35.359177,136.374011,1,,,,,,,,,,,,,,,,,,,,
醒ヶ井,35.327791,136.345273,1,,,,,,,,,,,,,,,,,,,,
大日,34.749905,135.578834,2,,,,,,,,,,,,,,,,,,,,
守口,34.738467,135.564383,1,,,,,,,,,,,,,,,,,,,,
太子橋今市,34.746440,135.549240,2,,,,,,,,,,,,,,,,,,,,
千林大宮,34.738400,135.537790,1,,,,,,,,,,,,,,,,,,,,
関目高殿,34.720570,135.533200,1,,,,,,,,,,,,,,,,,,,,
野江内代,34.714800,135.533720,1,,,,,,,,,,,,,,,,,,,,
都島,34.706030,135.527600,1,,,,,,,,,,,,,,,,,,,,
天神橋筋六丁目,34.703890,135.516650,3,,,,,,,,,,,,,,,,,,,,
中崎町,34.706750,135.508800,1,,,,,,,,,,,,,,,,,,,,
東梅田,34.704680,135.502200,1,,,,,,,,,,,,,,,,,,,,
南森町,34.694720,135.510020,2,,,,,,,,,,,,,,,,,,,,
天満橋,34.690660,135.516010,3,,,,,,,,,,,,,,,,,,,,
谷町四丁目,34.682950,135.515110,2,,,,,,,,,,,,,,,,,,,,
谷町六丁目,34.672880,135.516020,2,,,,,,,,,,,,,,,,,,,,
谷町九丁目,34.662450,135.516820,1,,,,,,,,,,,,,,,,,,,,
四天王寺前夕陽ヶ丘,34.650050,135.517290,1,,,,,,,,,,,,,,,,,,,,
阿倍野,34.636960,135.512190,1,,,,,,,,,,,,,,,,,,,,
文の里,34.625130,135.511270,1,,,,,,,,,,,,,,,,,,,,
田辺,34.614110,135.521650,1,,,,,,,,,,,,,,,,,,,,
駒川中野,34.606870,135.534290,1,,,,,,,,,,,,,,,,,,,,
平野,34.621296,135.548643,4,,,,,,,,,,,,,,,,,,,,
喜連瓜破,34.599050,135.561070,1,,,,,,,,,,,,,,,,,,,,
出戸,34.597390,135.576220,1,,,,,,,,,,,,,,,,,,,,
針中野,34.617130,135.532978,2,,,,,,,,,,,,,,,,,,,,
矢田,34.605745,135.532905,3,,,,,,,,,,,,,,,,,,,,
八尾南,34.597329,135.582515,1,,,,,,,,,,,,,,,,,,,,
西梅田,34.699830,135.493410,1,,,,,,,,,,,,,,,,,,,,
肥後橋,34.691000,135.493700,1,,,,,,,,,,,,,,,,,,,,
四ツ橋,34.671750,135.494580,1,,,,,,,,,,,,,,,,,,,,
花園町,34.637760,135.499450,1,,,,,,,,,,,,,,,,,,,,
岸里玉出,34.628820,135.489670,5,,,,,,,,,,,,,,,,,,,,
北加賀屋,34.614520,135.490030,1,,,,,,,,,,,,,,,,,,,,
住之江公園,34.608739,135.473099,1,,,,,,,,,,,,,,,,,,,,
コスモスクエア,34.649840,135.420090,1,,,,,,,,,,,,,,,,,,,,
大阪港,34.660540,135.434530,1,,,,,,,,,,,,,,,,,,,,
朝潮橋,34.666330,135.454440,1,,,,,,,,,,,,,,,,,,,,
九条,34.677970,135.478390,3,,,,,,,,,,,,,,,,,,,,
阿波座,34.682680,135.487780,1,,,,,,,,,,,,,,,,,,,,
堺筋本町,34.682320,135.509350,2,,,,,,,,,,,,,,,,,,,,
緑橋,34.683560,135.543320,2,,,,,,,,,,,,,,,,,,,,
深江橋,34.682830,135.558090,1,,,,,,,,,,,,,,,,,,,,
布施,34.680860,135.573190,5,,,,,,,,,,,,,,,,,,,,
新深江,34.668185,135.554297,1,,,,,,,,,,,,,,,,,,,,
小路,34.661431,135.556281,1,,,,,,,,,,,,,,,,,,,,
新加美,34.626978,135.568384,2,,,,,,,,,,,,,,,,,,,,
長田,34.678758,135.591060,3,,,,,,,,,,,,,,,,,,,,
大阪梅田,34.705820,135.497110,5,,,,,,,,,,,,,,,,,,,,
十三,34.722650,135.471360,4,,,,,,,,,,,,,,,,,,,,
南方,34.725665,135.499708,2,,,,,,,,,,,,,,,,,,,,
崇禅寺,34.730980,135.510160,2,,,,,,,,,,,,,,,,,,,,
淡路,34.739252,135.516890,2,,,,,,,,,,,,,,,,,,,,
上新庄,34.754560,135.514070,1,,,,,,,,,,,,,,,,,,,,
相川,34.759090,135.521230,1,,,,,,,,,,,,,,,,,,,,
正雀,34.769350,135.546540,1,,,,,,,,,,,,,,,,,,,,
摂津市,34.784520,135.561780,1,,,,,,,,,,,,,,,,,,,,
南茨木,34.800160,135.567290,2,,,,,,,,,,,,,,,,,,,,
茨木市,34.818030,135.570980,1,,,,,,,,,,,,,,,,,,,,
総持寺,34.831890,135.583110,1,,,,,,,,,,,,,,,,,,,,
富田,34.838280,135.588920,4,,,,,,,,,,,,,,,,,,,,
高槻市,34.843750,135.617040,1,,,,,,,,,,,,,,,,,,,,
上牧,34.861760,135.647420,2,,,,,,,,,,,,,,,,,,,,
水無瀬,34.873390,135.674470,1,,,,,,,,,,,,,,,,,,,,
大山崎,34.886830,135.685600,1,,,,,,,,,,,,,,,,,,,,
西山天王山,34.895510,135.699090,1,,,,,,,,,,,,,,,,,,,,
長岡天神,34.913430,135.697270,1,,,,,,,,,,,,,,,,,,,,
西向日,34.935310,135.719750,1,,,,,,,,,,,,,,,,,,,,
東向日,34.953234,135.704628,1,,,,,,,,,,,,,,,,,,,,
洛西口,34.952920,135.720600,1,,,,,,,,,,,,,,,,,,,,
桂,34.979467,135.703260,2,,,,,,,,,,,,,,,,,,,,
西京極,34.986680,135.734150,1,,,,,,,,,,,,,,,,,,,,
西院,34.998710,135.734350,2,,,,,,,,,,,,,,,,,,,,
烏丸,35.003520,135.757940,1,,,,,,,,,,,,,,,,,,,,
河原町,35.003360,135.770150,3,,,,,,,,,,,,,,,,,,,,
神崎川,34.730260,135.458380,2,,,,,,,,,,,,,,,,,,,,
園田,34.739960,135.435550,2,,,,,,,,,,,,,,,,,,,,
塚口,34.749420,135.411170,4,,,,,,,,,,,,,,,,,,,,
武庫之荘,34.747480,135.398820,2,,,,,,,,,,,,,,,,,,,,
西宮北口,34.744620,135.363630,3,,,,,,,,,,,,,,,,,,,,
夙川,34.736690,135.343530,3,,,,,,,,,,,,,,,,,,,,
苦楽園口,34.731750,135.325830,2,,,,,,,,,,,,,,,,,,,,
芦屋川,34.727690,135.311850,2,,,,,,,,,,,,,,,,,,,,
岡本,34.719620,135.277170,4,,,,,,,,,,,,,,,,,,,,
御影,34.710900,135.258580,3,,,,,,,,,,,,,,,,,,,,
六甲,34.714040,135.244890,2,,,,,,,,,,,,,,,,,,,,
王子公園,34.713350,135.231400,2,,,,,,,,,,,,,,,,,,,,
春日野道,34.706460,135.213990,3,,,,,,,,,,,,,,,,,,,,
神戸三宮,34.695660,135.196570,3,,,,,,,,,,,,,,,,,,,,
淀川,34.700540,135.462490,1,,,,,,,,,,,,,,,,,,,,
姫島,34.715050,135.455970,1,,,,,,,,,,,,,,,,,,,,
千船,34.720810,135.443680,1,,,,,,,,,,,,,,,,,,,,
杭瀬,34.730170,135.432840,1,,,,,,,,,,,,,,,,,,,,
大物,34.727610,135.414910,1,,,,,,,,,,,,,,,,,,,,
出屋敷,34.731280,135.394700,1,,,,,,,,,,,,,,,,,,,,
尼崎センタープール前,34.735590,135.383680,1,,,,,,,,,,,,,,,,,,,,
武庫川,34.732820,135.372020,2,,,,,,,,,,,,,,,,,,,,
鳴尾・武庫川女子大前,34.734700,135.356360,1,,,,,,,,,,,,,,,,,,,,
甲子園,34.719840,135.366450,1,,,,,,,,,,,,,,,,,,,,
久寿川,34.722370,135.350010,1,,,,,,,,,,,,,,,,,,,,
今津,34.726520,135.342520,3,,,,,,,,,,,,,,,,,,,,
香櫨園,34.732410,135.318260,1,,,,,,,,,,,,,,,,,,,,
打出,34.732190,135.306310,1,,,,,,,,,,,,,,,,,,,,
深江,34.719400,135.283380,1,,,,,,,,,,,,,,,,,,,,
青木,34.712850,135.273940,1,,,,,,,,,,,,,,,,,,,,
魚崎,34.710940,135.263230,2,,,,,,,,,,,,,,,,,,,,
石屋川,34.713488,135.250052,1,,,,,,,,,,,,,,,,,,,,
新在家,34.710675,135.240739,1,,,,,,,,,,,,,,,,,,,,
大石,34.707702,135.231040,2,,,,,,,,,,,,,,,,,,,,
西灘,34.694900,135.204850,1,,,,,,,,,,,,,,,,,,,,
岩屋,34.693990,135.201000,1,,,,,,,,,,,,,,,,,,,,
元町,34.689870,135.184740,2,,,,,,,,,,,,,,,,,,,,
北浜,34.690070,135.510350,2,,,,,,,,,,,,,,,,,,,,
長堀橋,34.674070,135.507090,2,,,,,,,,,,,,,,,,,,,,
恵美須町,34.655390,135.505620,1,,,,,,,,,,,,,,,,,,,,
天下茶屋,34.635140,135.508200,4,,,,,,,,,,,,,,,,,,,,
大阪上本町,34.660340,135.522130,4,,,,,,,,,,,,,,,,,,,,
今里,34.665960,135.546210,5,,,,,,,,,,,,,,,,,,,,
俊徳道,34.666810,135.581030,2,,,,,,,,,,,,,,,,,,,,
長瀬,34.656520,135.582870,2,,,,,,,,,,,,,,,,,,,,
弥刀,34.642280,135.590350,2,,,,,,,,,,,,,,,,,,,,
久宝寺口,34.618290,135.604020,2,,,,,,,,,,,,,,,,,,,,
近鉄八尾,34.629857,135.603293,3,,,,,,,,,,,,,,,,,,,,
河内山本,34.627945,135.619326,4,,,,,,,,,,,,,,,,,,,,
高安,34.619066,135.624511,2,,,,,,,,,,,,,,,,,,,,
恩智,34.609773,135.626259,2,,,,,,,,,,,,,,,,,,,,
法善寺,34.594704,135.626390,2,,,,,,,,,,,,,,,,,,,,
堅下,34.589040,135.627244,1,,,,,,,,,,,,,,,,,,,,
安堂,34.580100,135.629148,1,,,,,,,,,,,,,,,,,,,,
河内国分,34.566968,135.635590,1,,,,,,,,,,,,,,,,,,,,
大阪教育大前,34.555445,135.644940,1,,,,,,,,,,,,,,,,,,,,
関屋,34.553662,135.667631,3,,,,,,,,,,,,,,,,,,,,
二上,34.546528,135.688197,2,,,,,,,,,,,,,,,,,,,,
近鉄下田,34.541491,135.704097,1,,,,,,,,,,,,,,,,,,,,
