station_name,lat,lng,line_count,avg_rent_1k,avg_rent_1ldk,population_density,daily_passengers,morning_congestion,izakaya_count,restaurant_count,cafe_count,convenience_store_count,ramen_count,supermarket_count,hospital_count,bookstore_count,crime_index,safety_score,park_area_m2,noise_score,green_ratio_pct,office_count,coworking_count
伊豆仁田,35.078755,138.941565,1,3.6,6.5,8100.0,5500.0,65.0,4.0,22.0,2.0,3.0,1.0,1.0,4.0,0.0,90.0,84.0,19900.0,89.0,35.5,1.0,0.0
原木,35.06549,138.943705,1,3.6,6.4,7600.0,5900.0,77.0,7.0,29.0,3.0,3.0,1.0,1.0,5.0,0.0,90.0,87.0,4500.0,92.0,34.0,2.0,0.0
韮山,35.053285,138.94552,1,3.4,5.9,7600.0,3000.0,82.0,7.0,27.0,3.0,3.0,2.0,2.0,4.0,0.0,70.0,84.0,14300.0,92.0,37.2,8.0,0.0
伊豆長岡,35.039805,138.94751,1,3.3,5.5,7600.0,6900.0,66.0,2.0,15.0,2.0,4.0,1.0,1.0,4.0,0.0,80.0,84.0,1000.0,92.0,36.0,4.0,0.0
田京,35.014565,138.945775,1,3.5,5.8,7500.0,8400.0,70.0,4.0,18.0,2.0,4.0,1.0,1.0,5.0,0.0,90.0,88.0,19200.0,94.0,36.6,5.0,0.0
大仁,34.994365,138.93746,1,3.3,5.9,7600.0,7400.0,63.0,3.0,22.0,1.0,3.0,1.0,2.0,5.0,0.0,100.0,90.0,17000.0,91.0,39.2,0.0,0.0
牧之郷,34.988855,138.95442,1,3.2,5.7,7600.0,11000.0,79.0,3.0,17.0,3.0,3.0,1.0,1.0,4.0,0.0,80.0,89.0,10500.0,94.0,39.4,0.0,0.0
修善寺,34.97927,138.95097,1,3.3,5.6,7400.0,3900.0,74.0,3.0,15.0,3.0,4.0,1.0,1.0,4.0,0.0,80.0,88.0,5400.0,94.0,38.1,5.0,0.0
堀ノ内,35.26315,139.687035,1,8.2,14.5,13600.0,11000.0,84.0,12.0,57.0,2.0,5.0,3.0,2.0,6.0,0.0,150.0,81.0,18400.0,92.0,18.5,0.0,0.0
新大津,35.25697,139.690197,1,8.0,13.8,13900.0,11000.0,57.0,10.0,63.0,1.0,7.0,3.0,1.0,7.0,0.0,150.0,78.0,11300.0,92.0,15.0,12.0,0.0
北久里浜,35.249162,139.68639,1,8.2,13.8,13500.0,5900.0,88.0,10.0,56.0,3.0,6.0,4.0,2.0,7.0,0.0,150.0,81.0,4300.0,87.0,20.9,5.0,0.0
京急久里浜,35.23147,139.702215,1,8.5,14.6,13200.0,13000.0,85.0,13.0,53.0,2.0,6.0,4.0,2.0,7.0,0.0,160.0,83.0,14500.0,91.0,18.8,5.0,0.0
YRP野比,35.2142,139.6997,1,7.7,13.3,13000.0,6800.0,55.0,16.0,60.0,3.0,6.0,5.0,1.0,6.0,0.0,180.0,79.0,8400.0,90.0,21.7,3.0,0.0
京急長沢,35.205445,139.674125,1,7.8,13.0,13300.0,13000.0,81.0,10.0,53.0,2.0,6.0,4.0,1.0,7.0,0.0,160.0,83.0,9900.0,87.0,16.9,5.0,0.0
津久井浜,35.19812,139.66485,1,7.8,13.3,13500.0,7000.0,60.0,13.0,54.0,2.0,6.0,2.0,1.0,6.0,0.0,180.0,80.0,7300.0,90.0,18.9,7.0,0.0
三浦海岸,35.188285,139.653375,1,7.6,12.5,13200.0,6200.0,83.0,9.0,47.0,1.0,5.0,3.0,1.0,7.0,0.0,150.0,83.0,21400.0,90.0,21.1,12.0,0.0
三崎口,35.178218,139.633358,1,7.7,13.4,13000.0,9000.0,89.0,11.0,48.0,1.0,6.0,2.0,1.0,6.0,0.0,140.0,81.0,8400.0,88.0,21.1,3.0,0.0
糀谷,35.55445,139.72959,1,11.1,17.9,17100.0,11000.0,56.0,25.0,101.0,2.0,7.0,7.0,2.0,7.0,0.0,220.0,78.0,25000.0,88.0,9.7,75.0,2.0
大鳥居,35.55232,139.740225,1,10.4,17.8,16200.0,11000.0,68.0,18.0,111.0,2.0,7.0,9.0,1.0,7.0,0.0,200.0,72.0,18200.0,89.0,9.8,65.0,3.0
穴守稲荷,35.550333,139.746717,1,10.6,17.1,16300.0,7100.0,66.0,25.0,106.0,1.0,6.0,5.0,2.0,8.0,0.0,220.0,76.0,25800.0,91.0,11.0,71.0,2.0
京成曳舟,35.71864,139.82028,1,11.4,19.0,17700.0,13000.0,67.0,17.0,112.0,2.0,8.0,7.0,1.0,8.0,0.0,240.0,77.0,10400.0,91.0,8.5,92.0,3.0
八広,35.727197,139.828317,1,11.5,18.4,17500.0,11000.0,82.0,20.0,107.0,2.0,8.0,8.0,1.0,8.0,0.0,240.0,70.0,27700.0,88.0,5.5,91.0,3.0
四ツ木,35.731715,139.834655,1,11.4,18.5,16700.0,12000.0,72.0,18.0,105.0,1.0,7.0,8.0,1.0,8.0,0.0,230.0,73.0,17100.0,85.0,5.5,79.0,3.0
立石,35.73819,139.84816,2,10.9,19.1,16600.0,33000.0,89.0,38.0,138.0,6.0,8.0,12.0,3.0,7.0,1.0,240.0,69.0,18900.0,85.0,7.3,85.0,3.0
新柴又,35.75135,139.87982,1,10.8,19.1,16200.0,9900.0,71.0,23.0,112.0,3.0,7.0,8.0,1.0,7.0,0.0,230.0,73.0,22900.0,88.0,9.9,72.0,2.0
矢切,35.757505,139.900555,1,10.8,17.6,16200.0,13000.0,50.0,23.0,101.0,1.0,7.0,6.0,1.0,7.0,0.0,200.0,79.0,25500.0,88.0,7.9,58.0,2.0
北国分,35.76286,139.91422,1,10.4,18.2,15900.0,8400.0,77.0,19.0,89.0,1.0,6.0,5.0,2.0,8.0,0.0,220.0,74.0,25100.0,91.0,7.5,58.0,2.0
秋山,35.76544,139.931443,1,10.6,17.2,16300.0,11000.0,70.0,21.0,97.0,3.0,6.0,6.0,1.0,8.0,0.0,200.0,72.0,13100.0,90.0,10.0,57.0,1.0
松飛台,35.775332,139.95757,1,9.9,17.1,16200.0,13000.0,65.0,21.0,91.0,3.0,6.0,5.0,1.0,8.0,0.0,190.0,74.0,23600.0,92.0,12.5,49.0,1.0
大町,35.77515,139.97334,5,10.9,18.5,15800.0,105000.0,68.0,51.0,198.0,14.0,10.0,8.0,3.0,7.0,4.0,270.0,69.0,21300.0,80.0,9.2,61.0,3.0
西白井,35.78444,140.031745,1,9.9,16.5,15200.0,12000.0,82.0,15.0,78.0,3.0,7.0,3.0,1.0,8.0,0.0,190.0,81.0,19200.0,89.0,14.7,32.0,2.0
白井,35.78475,140.054075,1,9.4,15.2,15000.0,12000.0,76.0,14.0,76.0,3.0,7.0,4.0,1.0,7.0,0.0,190.0,78.0,18000.0,87.0,12.8,33.0,1.0
小室,35.787037,140.076063,1,8.9,14.6,14400.0,11000.0,84.0,21.0,84.0,3.0,7.0,5.0,2.0,7.0,0.0,170.0,80.0,23600.0,91.0,16.5,25.0,0.0
千葉ニュータウン中央,35.80022,140.116263,1,9.1,15.2,14400.0,13000.0,78.0,16.0,70.0,2.0,7.0,4.0,1.0,6.0,0.0,160.0,77.0,19100.0,92.0,16.3,15.0,0.0
印西牧の原,35.803628,140.167134,1,8.8,15.8,14200.0,13000.0,58.0,17.0,69.0,3.0,7.0,4.0,2.0,6.0,0.0,190.0,77.0,9200.0,88.0,18.3,12.0,0.0
印旛日本医大,35.787815,140.202759,1,8.0,13.2,13400.0,13000.0,59.0,11.0,64.0,2.0,6.0,3.0,2.0,6.0,0.0,180.0,79.0,13200.0,89.0,15.7,0.0,0.0
川口元郷,35.79996,139.729863,1,10.9,19.4,16600.0,6200.0,75.0,21.0,101.0,1.0,7.0,6.0,2.0,7.0,0.0,220.0,74.0,22200.0,89.0,9.3,80.0,2.0
南鳩ヶ谷,35.81608,139.736095,1,10.5,16.9,16600.0,4600.0,66.0,21.0,104.0,2.0,7.0,7.0,2.0,7.0,0.0,230.0,77.0,8700.0,92.0,10.9,73.0,2.0
鳩ヶ谷,35.8308,139.73616,1,10.9,18.1,16200.0,7900.0,68.0,25.0,104.0,1.0,7.0,8.0,1.0,7.0,0.0,220.0,78.0,17800.0,90.0,12.4,71.0,2.0
新井宿,35.84295,139.738115,1,10.2,18.2,16200.0,14000.0,56.0,21.0,103.0,2.0,6.0,6.0,1.0,8.0,0.0,210.0,79.0,14400.0,88.0,8.9,64.0,2.0
戸塚安行,35.85907,139.753775,1,10.2,17.6,16300.0,13000.0,69.0,20.0,102.0,1.0,6.0,5.0,2.0,8.0,0.0,220.0,74.0,16500.0,89.0,9.7,57.0,1.0
浦和美園,35.893675,139.727825,1,10.2,16.8,15800.0,9000.0,74.0,15.0,95.0,2.0,6.0,5.0,1.0,7.0,0.0,200.0,79.0,20200.0,86.0,13.9,55.0,2.0
鉄道博物館,35.920265,139.617825,1,9.6,16.3,14900.0,14000.0,81.0,23.0,91.0,1.0,7.0,6.0,1.0,6.0,0.0,200.0,80.0,11000.0,87.0,15.3,27.0,0.0
加茂宮,35.93577,139.616935,1,9.5,16.8,15400.0,11000.0,62.0,15.0,87.0,3.0,7.0,7.0,1.0,7.0,0.0,180.0,76.0,15700.0,92.0,14.1,25.0,1.0
東宮原,35.942685,139.618225,1,9.1,15.9,14600.0,6200.0,62.0,17.0,71.0,1.0,6.0,5.0,2.0,7.0,0.0,160.0,76.0,22200.0,90.0,13.7,31.0,2.0
今羽,35.950005,139.61961,1,9.2,15.8,15100.0,14000.0,65.0,13.0,76.0,1.0,6.0,6.0,2.0,8.0,0.0,200.0,75.0,23300.0,87.0,14.6,32.0,2.0
吉野原,35.95701,139.620905,1,9.0,15.0,15000.0,11000.0,77.0,17.0,69.0,3.0,7.0,3.0,2.0,8.0,0.0,170.0,77.0,24200.0,86.0,13.0,29.0,1.0
原市,35.96384,139.622185,1,9.7,16.5,15100.0,6400.0,51.0,13.0,84.0,1.0,6.0,6.0,2.0,8.0,0.0,190.0,76.0,19900.0,91.0,12.3,26.0,1.0
沼南,35.971025,139.62352,1,9.2,16.2,14600.0,14000.0,82.0,15.0,85.0,3.0,6.0,5.0,2.0,6.0,0.0,190.0,79.0,15500.0,91.0,16.9,17.0,0.0
丸山,35.9796,139.62454,4,9.8,15.7,14900.0,133000.0,53.0,31.0,151.0,12.0,10.0,12.0,2.0,7.0,4.0,230.0,77.0,22900.0,76.0,17.0,29.0,0.0
志久,35.991025,139.6222,1,9.1,14.8,14100.0,12000.0,89.0,11.0,68.0,2.0,7.0,5.0,2.0,6.0,0.0,180.0,78.0,9700.0,89.0,12.8,21.0,0.0
伊奈中央,35.999455,139.61703,1,8.7,15.1,14000.0,7100.0,82.0,17.0,73.0,2.0,5.0,4.0,1.0,7.0,0.0,160.0,79.0,20700.0,90.0,15.4,9.0,0.0
羽貫,36.00716,139.60852,1,9.0,15.5,13900.0,8400.0,83.0,15.0,70.0,1.0,5.0,2.0,2.0,7.0,0.0,180.0,77.0,7900.0,90.0,17.0,20.0,1.0
内宿,36.013805,139.59998,1,8.9,15.5,14600.0,6500.0,55.0,15.0,69.0,3.0,6.0,3.0,2.0,6.0,0.0,200.0,79.0,11800.0,89.0,18.6,10.0,0.0
土呂,35.931915,139.632195,1,9.7,17.0,14900.0,10000.0,90.0,20.0,80.0,1.0,7.0,3.0,2.0,7.0,0.0,200.0,79.0,22400.0,86.0,11.8,29.0,0.0
東大宮,35.94836,139.64026,1,9.2,15.7,15000.0,4700.0,83.0,12.0,82.0,3.0,6.0,3.0,2.0,8.0,0.0,180.0,75.0,8600.0,88.0,11.5,24.0,1.0
蓮田,35.981165,139.652965,1,8.9,14.9,14800.0,8400.0,77.0,19.0,69.0,3.0,6.0,4.0,1.0,6.0,0.0,180.0,76.0,15300.0,89.0,15.0,27.0,0.0
白岡,36.01778,139.66688,1,9.2,16.2,14300.0,5400.0,56.0,16.0,62.0,2.0,6.0,5.0,1.0,7.0,0.0,190.0,80.0,11300.0,87.0,15.0,20.0,0.0
新白岡,36.03825,139.67189,1,8.5,15.2,14800.0,7100.0,58.0,13.0,62.0,3.0,7.0,3.0,2.0,6.0,0.0,200.0,78.0,7600.0,88.0,16.8,9.0,0.0
久喜,36.06581,139.677375,1,8.4,14.4,13700.0,4600.0,54.0,15.0,68.0,3.0,5.0,3.0,2.0,6.0,0.0,190.0,80.0,11400.0,87.0,15.8,10.0,0.0
東鷲宮,36.089635,139.679695,1,8.7,14.7,14300.0,4300.0,85.0,16.0,67.0,3.0,6.0,5.0,2.0,6.0,0.0,160.0,80.0,23400.0,92.0,16.2,5.0,0.0
栗橋,36.135715,139.694035,2,8.1,13.8,13700.0,45000.0,74.0,17.0,87.0,4.0,8.0,3.0,3.0,7.0,1.0,170.0,75.0,5700.0,89.0,17.6,6.0,0.0
古河,36.194415,139.709715,1,7.6,12.2,12700.0,9700.0,61.0,6.0,40.0,3.0,5.0,2.0,2.0,6.0,0.0,170.0,85.0,7800.0,92.0,20.8,0.0,0.0
野木,36.229905,139.734795,1,7.6,13.2,12900.0,13000.0,55.0,13.0,47.0,3.0,6.0,2.0,1.0,7.0,0.0,150.0,85.0,4200.0,92.0,20.4,0.0,0.0
間々田,36.25791,139.761115,1,6.9,12.0,12200.0,5800.0,60.0,4.0,28.0,3.0,6.0,1.0,2.0,5.0,0.0,120.0,81.0,5400.0,90.0,20.8,6.0,0.0
小山,36.313545,139.806355,4,8.0,14.2,11700.0,143000.0,87.0,18.0,101.0,12.0,9.0,5.0,3.0,5.0,4.0,160.0,78.0,9900.0,77.0,25.0,19.0,0.0
小金井,36.374485,139.84228,1,6.1,10.7,11100.0,13000.0,70.0,5.0,24.0,1.0,5.0,1.0,2.0,6.0,0.0,130.0,83.0,18800.0,90.0,26.1,4.0,0.0
自治医大,36.39538,139.854515,1,5.7,10.2,11000.0,4300.0,86.0,7.0,28.0,1.0,5.0,1.0,1.0,6.0,0.0,140.0,80.0,19600.0,88.0,24.0,6.0,0.0
石橋,36.43624,139.86651,1,5.6,9.9,10600.0,11000.0,56.0,6.0,30.0,3.0,4.0,1.0,2.0,5.0,0.0,110.0,87.0,18800.0,88.0,27.0,8.0,0.0
雀宮,36.493725,139.877043,1,4.9,8.0,9700.0,7200.0,64.0,4.0,15.0,2.0,5.0,0.0,1.0,4.0,0.0,120.0,82.0,5200.0,94.0,27.8,6.0,0.0
宇都宮,36.559807,139.898743,4,5.5,8.9,9100.0,174000.0,80.0,20.0,105.0,13.0,10.0,4.0,3.0,5.0,4.0,150.0,85.0,8300.0,73.0,34.6,22.0,1.0
東武動物公園,36.0247,139.72689,1,8.7,14.6,14500.0,4200.0,59.0,15.0,66.0,1.0,5.0,5.0,2.0,6.0,0.0,160.0,82.0,13400.0,89.0,17.5,17.0,1.0
杉戸高野台,36.05135,139.714545,1,9.1,16.4,14200.0,5800.0,87.0,20.0,75.0,2.0,6.0,3.0,2.0,6.0,0.0,180.0,78.0,15500.0,89.0,16.1,4.0,0.0
幸手,36.07407,139.71491,1,8.4,15.1,13800.0,11000.0,85.0,14.0,74.0,2.0,6.0,4.0,2.0,7.0,0.0,160.0,82.0,20600.0,87.0,14.3,11.0,0.0
南栗橋,36.11314,139.71283,1,8.6,14.4,14000.0,7900.0,85.0,12.0,50.0,1.0,5.0,3.0,2.0,6.0,0.0,150.0,79.0,6700.0,91.0,19.8,8.0,0.0
新古河,36.1927,139.687015,1,7.9,12.9,13000.0,13000.0,63.0,13.0,55.0,2.0,5.0,4.0,2.0,7.0,0.0,180.0,83.0,21100.0,92.0,22.5,12.0,0.0
柳生,36.20659,139.659955,1,7.3,12.4,12200.0,4000.0,82.0,10.0,40.0,1.0,6.0,1.0,1.0,5.0,0.0,150.0,82.0,19200.0,92.0,22.2,0.0,0.0
板倉東洋大前,36.222205,139.648625,1,7.4,12.4,12900.0,3300.0,56.0,9.0,43.0,3.0,5.0,3.0,2.0,7.0,0.0,160.0,82.0,20000.0,89.0,24.3,7.0,0.0
藤岡,36.255585,139.6456,1,7.1,11.5,11800.0,13000.0,64.0,5.0,29.0,3.0,5.0,2.0,1.0,5.0,0.0,150.0,79.0,11300.0,90.0,21.9,5.0,0.0
静和,36.31653,139.68493,1,6.5,11.1,11300.0,6200.0,64.0,6.0,24.0,3.0,5.0,1.0,1.0,6.0,0.0,130.0,83.0,12000.0,91.0,26.5,7.0,0.0
新大平下,36.33897,139.701865,1,6.8,11.4,11700.0,5300.0,80.0,5.0,20.0,3.0,6.0,0.0,2.0,6.0,0.0,120.0,80.0,13100.0,92.0,22.6,0.0,0.0
栃木,36.371935,139.73102,3,7.0,11.7,11400.0,68000.0,50.0,15.0,76.0,9.0,7.0,6.0,3.0,6.0,2.0,140.0,78.0,14600.0,85.0,25.5,8.0,0.0
新栃木,36.39006,139.74235,2,6.8,12.1,10600.0,34000.0,73.0,10.0,49.0,4.0,5.0,2.0,3.0,5.0,1.0,130.0,85.0,11600.0,88.0,28.9,13.0,0.0
合戦場,36.407585,139.74102,1,6.2,11.0,10600.0,3900.0,71.0,4.0,18.0,1.0,5.0,1.0,2.0,6.0,0.0,110.0,84.0,2000.0,93.0,29.3,9.0,0.0
家中,36.42979,139.74745,1,6.1,10.8,10700.0,9200.0,78.0,5.0,31.0,1.0,4.0,2.0,2.0,6.0,0.0,130.0,87.0,1000.0,90.0,29.7,11.0,0.0
東武金崎,36.4663,139.749485,1,5.9,9.8,9700.0,10000.0,72.0,4.0,23.0,2.0,4.0,1.0,1.0,5.0,0.0,110.0,87.0,7100.0,92.0,29.3,11.0,0.0
楡木,36.50688,139.74527,1,5.3,9.5,10100.0,2900.0,74.0,5.0,31.0,2.0,5.0,1.0,1.0,5.0,0.0,110.0,88.0,5400.0,90.0,31.8,6.0,0.0
樅山,36.53333,139.741736,1,5.0,8.1,9900.0,6100.0,76.0,5.0,22.0,3.0,4.0,1.0,2.0,5.0,0.0,100.0,82.0,12700.0,94.0,29.0,6.0,0.0
新鹿沼,36.55683,139.74478,1,4.4,7.8,9100.0,5300.0,89.0,6.0,32.0,2.0,5.0,2.0,2.0,4.0,0.0,100.0,84.0,17200.0,89.0,31.8,3.0,0.0
北鹿沼,36.580686,139.737754,1,4.7,7.7,9300.0,8100.0,56.0,3.0,19.0,2.0,5.0,1.0,1.0,4.0,0.0,110.0,83.0,17500.0,93.0,30.9,6.0,0.0
板荷,36.6194,139.70778,1,4.1,7.1,8600.0,12000.0,78.0,7.0,27.0,2.0,5.0,1.0,1.0,5.0,0.0,100.0,82.0,7800.0,89.0,32.5,0.0,0.0
下小代,36.651115,139.713948,1,3.6,5.9,8800.0,8300.0,52.0,3.0,16.0,3.0,4.0,1.0,1.0,5.0,0.0,110.0,87.0,12200.0,88.0,35.0,0.0,0.0
明神,36.676555,139.712205,1,3.6,5.9,7800.0,2200.0,61.0,2.0,17.0,1.0,3.0,1.0,1.0,4.0,0.0,100.0,83.0,15100.0,93.0,33.1,6.0,0.0
下今市,36.7256,139.69277,2,4.0,6.6,7900.0,26000.0,58.0,10.0,49.0,5.0,5.0,3.0,3.0,4.0,1.0,110.0,85.0,3100.0,89.0,35.6,17.0,1.0
上今市,36.72801,139.68086,1,3.3,5.5,7800.0,7500.0,64.0,6.0,22.0,2.0,3.0,1.0,1.0,4.0,0.0,100.0,89.0,11400.0,93.0,35.0,6.0,0.0
東武日光,36.74824,139.61972,2,3.2,5.4,7000.0,27000.0,53.0,8.0,57.0,6.0,4.0,3.0,2.0,4.0,1.0,90.0,89.0,18900.0,88.0,39.5,3.0,0.0
富士見町,35.34535,139.52932,2,8.7,15.0,13700.0,27000.0,66.0,19.0,83.0,4.0,7.0,6.0,2.0,6.0,1.0,170.0,81.0,11000.0,89.0,18.3,17.0,1.0
湘南町屋,35.337855,139.52272,1,8.0,12.8,14300.0,7900.0,57.0,13.0,68.0,1.0,7.0,2.0,2.0,6.0,0.0,170.0,76.0,15200.0,92.0,17.5,2.0,0.0
湘南深沢,35.332975,139.51891,1,8.1,13.8,14100.0,6500.0,66.0,14.0,67.0,1.0,6.0,3.0,2.0,6.0,0.0,180.0,83.0,9100.0,93.0,17.5,0.0,0.0
西鎌倉,35.319397,139.504307,1,8.5,14.3,13800.0,9100.0,64.0,13.0,50.0,3.0,6.0,3.0,2.0,7.0,0.0,150.0,78.0,19900.0,87.0,18.5,1.0,0.0
片瀬山,35.317315,139.49627,1,7.9,12.7,13900.0,12000.0,65.0,15.0,64.0,2.0,6.0,2.0,2.0,6.0,0.0,190.0,83.0,15900.0,90.0,16.0,0.0,0.0
目白山下,35.31407,139.491515,1,8.4,15.0,13900.0,9700.0,50.0,12.0,58.0,2.0,6.0,4.0,2.0,6.0,0.0,170.0,78.0,17100.0,90.0,18.4,11.0,0.0
湘南江の島,35.311875,139.487815,1,7.9,13.2,13400.0,10000.0,63.0,15.0,60.0,1.0,5.0,4.0,2.0,6.0,0.0,180.0,76.0,17600.0,89.0,16.4,0.0,0.0
羽沢横浜国大,35.481229,139.586135,1,9.5,15.3,15100.0,11000.0,59.0,21.0,79.0,2.0,6.0,4.0,2.0,8.0,0.0,200.0,79.0,21200.0,89.0,15.0,43.0,2.0
北大宮,35.9154,139.6335,1,9.7,15.5,15100.0,7400.0,55.0,14.0,74.0,2.0,6.0,4.0,2.0,8.0,0.0,180.0,79.0,9200.0,87.0,15.5,41.0,2.0
大宮公園,35.92458,139.6413,1,9.4,15.4,15400.0,11000.0,75.0,19.0,79.0,1.0,6.0,6.0,1.0,8.0,0.0,180.0,74.0,12700.0,88.0,13.6,43.0,2.0
大和田,35.93112,139.65327,4,10.3,16.9,15200.0,131000.0,79.0,28.0,153.0,12.0,10.0,12.0,3.0,8.0,4.0,230.0,77.0,15500.0,75.0,13.1,53.0,2.0
七里,35.93776,139.66443,1,9.7,17.2,15600.0,13000.0,65.0,18.0,89.0,3.0,7.0,5.0,1.0,8.0,0.0,200.0,76.0,17400.0,87.0,12.4,37.0,2.0
岩槻,35.95431,139.71061,1,9.4,16.8,15400.0,10000.0,88.0,15.0,81.0,1.0,7.0,6.0,1.0,8.0,0.0,200.0,76.0,25400.0,86.0,10.9,27.0,1.0
東岩槻,35.95538,139.72881,1,9.4,15.8,15000.0,9700.0,78.0,21.0,83.0,3.0,6.0,3.0,2.0,7.0,0.0,200.0,79.0,15100.0,88.0,11.2,33.0,1.0
豊春,35.96476,139.74142,1,9.7,17.4,15200.0,6100.0,77.0,17.0,74.0,3.0,7.0,6.0,2.0,8.0,0.0,180.0,74.0,18000.0,89.0,14.2,32.0,1.0
八木崎,35.97105,139.75045,1,9.6,17.3,14800.0,9700.0,52.0,17.0,87.0,1.0,6.0,4.0,2.0,7.0,0.0,200.0,77.0,18600.0,87.0,14.9,38.0,1.0
春日部,35.9758,139.75244,1,9.4,16.2,14700.0,12000.0,85.0,22.0,82.0,2.0,7.0,6.0,1.0,6.0,0.0,170.0,74.0,14600.0,89.0,15.4,33.0,2.0
藤の牛島,35.97982,139.77375,1,9.0,15.1,15400.0,8800.0,83.0,19.0,70.0,3.0,6.0,4.0,1.0,8.0,0.0,190.0,81.0,8500.0,89.0,16.9,25.0,0.0
南桜井,35.9902,139.80692,1,9.2,15.2,14800.0,14000.0,82.0,14.0,80.0,1.0,7.0,6.0,1.0,7.0,0.0,180.0,78.0,24200.0,86.0,16.6,28.0,1.0
川間,35.99315,139.83781,1,9.3,15.5,14900.0,8400.0,89.0,10.0,67.0,2.0,6.0,5.0,2.0,6.0,0.0,180.0,76.0,6600.0,88.0,16.1,31.0,1.0
七光台,35.97862,139.86345,1,9.3,15.2,15100.0,14000.0,69.0,17.0,83.0,2.0,6.0,6.0,2.0,7.0,0.0,190.0,77.0,9700.0,88.0,16.3,21.0,1.0
清水公園,35.97218,139.87613,1,9.5,15.9,14700.0,10000.0,64.0,11.0,70.0,1.0,6.0,5.0,1.0,7.0,0.0,190.0,74.0,12800.0,91.0,13.6,33.0,1.0
愛宕,35.96205,139.87804,1,9.8,17.2,14500.0,8000.0,51.0,14.0,82.0,2.0,6.0,5.0,2.0,7.0,0.0,170.0,78.0,9400.0,86.0,14.4,34.0,2.0
野田市,35.95413,139.87583,1,9.6,16.3,14800.0,4500.0,70.0,21.0,80.0,2.0,6.0,5.0,1.0,7.0,0.0,200.0,80.0,19700.0,87.0,11.3,33.0,1.0
梅郷,35.93914,139.88031,1,9.9,17.7,14700.0,7300.0,68.0,16.0,90.0,1.0,6.0,7.0,1.0,6.0,0.0,180.0,80.0,6800.0,89.0,13.7,31.0,1.0
運河,35.90661,139.89614,1,9.4,16.2,15700.0,14000.0,74.0,19.0,78.0,2.0,7.0,6.0,1.0,7.0,0.0,200.0,73.0,15700.0,91.0,15.0,35.0,2.0
江戸川台,35.88745,139.9133,1,10.0,17.7,15900.0,9100.0,74.0,20.0,79.0,1.0,6.0,4.0,2.0,7.0,0.0,180.0,75.0,24800.0,91.0,10.9,46.0,1.0
初石,35.87926,139.92713,1,10.0,16.4,15300.0,5700.0,77.0,12.0,76.0,1.0,7.0,5.0,2.0,7.0,0.0,180.0,77.0,25000.0,90.0,15.3,39.0,2.0
新柏,35.84765,139.99062,1,9.8,15.8,15600.0,8000.0,90.0,17.0,80.0,2.0,6.0,5.0,1.0,7.0,0.0,210.0,76.0,23200.0,88.0,14.9,33.0,1.0
増尾,35.83602,139.9917,1,9.5,16.9,14800.0,10000.0,58.0,11.0,79.0,3.0,6.0,4.0,2.0,6.0,0.0,190.0,74.0,6700.0,88.0,12.2,34.0,1.0
逆井,35.82159,139.99768,1,10.0,16.9,15500.0,4800.0,89.0,22.0,86.0,2.0,6.0,4.0,2.0,7.0,0.0,180.0,76.0,21600.0,90.0,15.2,29.0,1.0
高柳,35.80854,140.00199,1,9.4,15.7,15800.0,7500.0,79.0,24.0,88.0,3.0,6.0,7.0,1.0,8.0,0.0,190.0,75.0,16600.0,88.0,12.5,45.0,2.0
六実,35.80164,139.99588,1,9.6,15.5,15300.0,5900.0,64.0,21.0,85.0,3.0,7.0,7.0,2.0,7.0,0.0,200.0,75.0,8200.0,90.0,9.9,42.0,2.0
鎌ヶ谷,35.7855,139.98062,1,9.8,17.4,15200.0,6700.0,89.0,25.0,97.0,1.0,7.0,7.0,1.0,8.0,0.0,210.0,80.0,7400.0,89.0,14.9,47.0,1.0
馬込沢,35.76869,139.97923,1,10.3,17.2,16000.0,10000.0,86.0,20.0,94.0,3.0,6.0,3.0,2.0,8.0,0.0,190.0,78.0,18100.0,86.0,10.1,46.0,2.0
塚田,35.74849,139.97502,1,10.0,17.0,16100.0,11000.0,54.0,14.0,82.0,2.0,7.0,3.0,1.0,7.0,0.0,190.0,78.0,15000.0,91.0,9.0,56.0,1.0
茅ヶ崎,35.330525,139.40354,1,7.6,13.4,12500.0,10000.0,89.0,7.0,42.0,1.0,5.0,1.0,2.0,6.0,0.0,160.0,82.0,5200.0,88.0,21.8,0.0,0.0
北茅ヶ崎,35.35475,139.41306,1,8.1,13.1,13500.0,6300.0,53.0,10.0,53.0,3.0,6.0,2.0,1.0,6.0,0.0,160.0,77.0,8700.0,88.0,17.0,3.0,0.0
香川,35.37338,139.42083,1,7.9,13.7,13600.0,5100.0,65.0,11.0,62.0,3.0,5.0,3.0,1.0,6.0,0.0,170.0,82.0,15100.0,87.0,21.6,5.0,0.0
寒川,35.367664,139.387434,1,7.6,12.9,13100.0,11000.0,75.0,11.0,59.0,1.0,6.0,4.0,1.0,7.0,0.0,140.0,83.0,16000.0,92.0,19.6,1.0,0.0
宮山,35.382255,139.379689,1,8.1,14.1,13500.0,6400.0,90.0,15.0,56.0,2.0,5.0,2.0,2.0,7.0,0.0,150.0,80.0,11100.0,93.0,22.4,0.0,0.0
倉見,35.394918,139.378341,1,7.9,14.0,13200.0,12000.0,70.0,11.0,52.0,1.0,6.0,3.0,1.0,7.0,0.0,170.0,78.0,15200.0,93.0,19.9,9.0,0.0
